"No.","Time","Source","Destination","Protocol","Length","Info"
"17","0.376572","192.168.2.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1  "
"18","2.727815","192.168.2.1","224.0.0.1","IGMPv2","46","Membership Query, general"
"19","2.999896","192.168.2.4","224.0.0.251","IGMPv2","46","Membership Report group 224.0.0.251"
"20","2.999980","192.168.2.4","224.0.0.252","IGMPv2","46","Membership Report group 224.0.0.252"
"21","3.000016","192.168.2.4","239.255.255.250","IGMPv2","46","Membership Report group 239.255.255.250"
"22","3.362522","192.168.2.1","239.255.255.250","SSDP","311","NOTIFY * HTTP/1.1  "
"23","3.363384","192.168.2.1","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1  "
"24","3.363959","192.168.2.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1  "
"25","3.364599","192.168.2.1","239.255.255.250","SSDP","375","NOTIFY * HTTP/1.1  "
"26","3.365172","192.168.2.1","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1  "
"27","3.365750","192.168.2.1","239.255.255.250","SSDP","359","NOTIFY * HTTP/1.1  "
"28","3.366387","192.168.2.1","239.255.255.250","SSDP","391","NOTIFY * HTTP/1.1  "
"29","3.367029","192.168.2.1","239.255.255.250","SSDP","320","NOTIFY * HTTP/1.1  "
"30","3.367667","192.168.2.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"31","3.368307","192.168.2.1","239.255.255.250","SSDP","385","NOTIFY * HTTP/1.1  "
"32","3.368849","192.168.2.1","239.255.255.250","SSDP","373","NOTIFY * HTTP/1.1  "
"33","3.369572","192.168.2.1","239.255.255.250","SSDP","379","NOTIFY * HTTP/1.1  "
"34","3.370156","192.168.2.1","239.255.255.250","SSDP","309","NOTIFY * HTTP/1.1  "
"35","3.370753","192.168.2.1","239.255.255.250","SSDP","318","NOTIFY * HTTP/1.1  "
"36","3.371442","192.168.2.1","239.255.255.250","SSDP","373","NOTIFY * HTTP/1.1  "
"37","3.372029","192.168.2.1","239.255.255.250","SSDP","383","NOTIFY * HTTP/1.1  "
"38","3.832305","192.168.2.4","8.8.8.8","DNS","84","Standard query 0x9e56 A win10.ipv6.microsoft.com"
"39","3.910981","8.8.8.8","192.168.2.4","DNS","182","Standard query response 0x9e56 A win10.ipv6.microsoft.com CNAME onpremwindows.ipv6.microsoft.com.akadns.net CNAME onprembn12.ipv6.microsoft.com.akadns.net A 157.56.106.189"
"40","8.293576","192.168.2.4","216.58.203.129","TCP","66","58384  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"41","8.293928","192.168.2.4","216.58.203.163","TCP","66","58385  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"42","8.294222","192.168.2.4","216.58.203.131","TCP","66","58386  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"43","8.304903","216.58.203.129","192.168.2.4","TCP","66","443  >  58384 [SYN, ACK] Seq=0 Ack=1 Win=42780 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"44","8.305040","192.168.2.4","216.58.203.129","TCP","54","58384  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"45","8.305269","192.168.2.4","216.58.203.129","TLSv1.2","267","Client Hello"
"46","8.306856","216.58.203.163","192.168.2.4","TCP","66","443  >  58385 [SYN, ACK] Seq=0 Ack=1 Win=42780 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"47","8.306997","192.168.2.4","216.58.203.163","TCP","54","58385  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"48","8.307167","192.168.2.4","216.58.203.163","TLSv1.2","571","Client Hello"
"49","8.307787","216.58.203.131","192.168.2.4","TCP","66","443  >  58386 [SYN, ACK] Seq=0 Ack=1 Win=42780 Len=0 MSS=1380 SACK_PERM=1 WS=256"
"50","8.307931","192.168.2.4","216.58.203.131","TCP","54","58386  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"51","8.308096","192.168.2.4","216.58.203.131","TLSv1.2","257","Client Hello"
"52","8.309316","192.168.2.4","216.58.203.132","TLSv1.2","128","Application Data"
"53","8.309415","192.168.2.4","216.58.203.132","TLSv1.2","100","Application Data"
"54","8.312705","216.58.203.129","192.168.2.4","TCP","54","443  >  58384 [ACK] Seq=1 Ack=214 Win=44032 Len=0"
"55","8.314660","216.58.203.129","192.168.2.4","TLSv1.2","1482","Server Hello"
"56","8.314661","216.58.203.129","192.168.2.4","TCP","1482","443  >  58384 [ACK] Seq=1429 Ack=214 Win=44032 Len=1428 [TCP segment of a reassembled PDU]"
"57","8.314662","216.58.203.132","192.168.2.4","TCP","60","443  >  58354 [ACK] Seq=1 Ack=75 Win=176 Len=0"
"58","8.314662","216.58.203.132","192.168.2.4","TCP","60","443  >  58354 [ACK] Seq=1 Ack=121 Win=176 Len=0"
"59","8.314737","192.168.2.4","216.58.203.129","TCP","54","58384  >  443 [ACK] Seq=214 Ack=2857 Win=66048 Len=0"
"60","8.315636","216.58.203.132","192.168.2.4","TLSv1.2","100","Application Data"
"61","8.315637","216.58.203.129","192.168.2.4","TLSv1.2","1482","Certificate [TCP segment of a reassembled PDU]"
"62","8.316597","216.58.203.129","192.168.2.4","TLSv1.2","79","Server Key Exchange, Server Hello Done"
"63","8.316643","192.168.2.4","216.58.203.129","TCP","54","58384  >  443 [ACK] Seq=214 Ack=4310 Win=66048 Len=0"
"64","8.318659","192.168.2.4","216.58.203.129","TLSv1.2","312","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
"65","8.319577","216.58.203.163","192.168.2.4","TCP","54","443  >  58385 [ACK] Seq=1 Ack=518 Win=44032 Len=0"
"66","8.319578","216.58.203.163","192.168.2.4","TLSv1.2","214","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"67","8.319578","216.58.203.131","192.168.2.4","TCP","54","443  >  58386 [ACK] Seq=1 Ack=204 Win=44032 Len=0"
"68","8.320528","216.58.203.131","192.168.2.4","TLSv1.2","1482","Server Hello"
"69","8.320529","216.58.203.131","192.168.2.4","TCP","1482","443  >  58386 [ACK] Seq=1429 Ack=204 Win=44032 Len=1428 [TCP segment of a reassembled PDU]"
"70","8.320588","192.168.2.4","216.58.203.131","TCP","54","58386  >  443 [ACK] Seq=204 Ack=2857 Win=66048 Len=0"
"71","8.321526","216.58.203.131","192.168.2.4","TLSv1.2","1482","Certificate [TCP segment of a reassembled PDU]"
"72","8.321696","192.168.2.4","216.58.203.163","TLSv1.2","270","Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
"73","8.322519","216.58.203.131","192.168.2.4","TLSv1.2","148","Server Key Exchange, Server Hello Done"
"74","8.322559","192.168.2.4","216.58.203.131","TCP","54","58386  >  443 [ACK] Seq=204 Ack=4379 Win=66048 Len=0"
"75","8.325649","192.168.2.4","216.58.203.131","TLSv1.2","312","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
"76","8.327382","216.58.203.129","192.168.2.4","TLSv1.2","375","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"77","8.328372","216.58.203.129","192.168.2.4","TLSv1.2","123","Application Data"
"78","8.328420","192.168.2.4","216.58.203.129","TCP","54","58384  >  443 [ACK] Seq=472 Ack=4700 Win=65792 Len=0"
"79","8.329395","216.58.203.163","192.168.2.4","TLSv1.2","123","Application Data"
"80","8.334271","216.58.203.131","192.168.2.4","TLSv1.2","375","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"81","8.334273","216.58.203.131","192.168.2.4","TLSv1.2","123","Application Data"
"82","8.334347","192.168.2.4","216.58.203.131","TCP","54","58386  >  443 [ACK] Seq=462 Ack=4769 Win=65792 Len=0"
"83","8.356653","192.168.2.4","216.58.203.132","TCP","54","58354  >  443 [ACK] Seq=121 Ack=47 Win=258 Len=0"
"84","8.368934","192.168.2.4","216.58.203.163","TCP","54","58385  >  443 [ACK] Seq=734 Ack=230 Win=65792 Len=0"
"85","8.392990","216.58.203.132","192.168.2.4","TLSv1.2","124","Application Data"
"86","8.394069","216.58.203.132","192.168.2.4","TLSv1.2","1482","Application Data"
"87","8.394070","216.58.203.132","192.168.2.4","TLSv1.2","427","Application Data"
"88","8.394070","216.58.203.132","192.168.2.4","TLSv1.2","92","Application Data"
"89","8.394070","216.58.203.132","192.168.2.4","TLSv1.2","100","Application Data"
"90","8.394120","192.168.2.4","216.58.203.132","TCP","54","58354  >  443 [ACK] Seq=121 Ack=2002 Win=258 Len=0"
"91","8.394421","192.168.2.4","216.58.203.132","TLSv1.2","100","Application Data"
"92","8.440126","216.58.203.132","192.168.2.4","TCP","60","443  >  58354 [ACK] Seq=2002 Ack=167 Win=176 Len=0"
"93","8.440724","192.168.2.4","172.217.26.227","TLSv1.2","321","Application Data"
"94","8.440831","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"95","8.509445","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=1 Ack=268 Win=261 Len=0"
"96","8.509445","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=1 Ack=314 Win=261 Len=0"
"97","8.510533","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"98","8.551545","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=314 Ack=47 Win=253 Len=0"
"99","8.583146","172.217.26.227","192.168.2.4","TLSv1.2","123","Application Data"
"100","8.583147","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"101","8.583202","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=314 Ack=162 Win=258 Len=0"
"102","8.583842","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"103","8.591067","192.168.2.4","216.58.203.132","TLSv1.2","180","Application Data"
"104","8.596177","216.58.203.132","192.168.2.4","TCP","60","443  >  58354 [ACK] Seq=2002 Ack=293 Win=176 Len=0"
"105","8.598569","216.58.203.132","192.168.2.4","TLSv1.2","245","Application Data"
"106","8.598570","216.58.203.132","192.168.2.4","TLSv1.2","1482","Application Data"
"107","8.598571","216.58.203.132","192.168.2.4","TLSv1.2","1482","Application Data"
"108","8.598571","216.58.203.132","192.168.2.4","TLSv1.2","1482","Application Data"
"109","8.598573","216.58.203.132","192.168.2.4","TLSv1.2","533","Application Data"
"110","8.598640","192.168.2.4","216.58.203.132","TCP","54","58354  >  443 [ACK] Seq=293 Ack=6956 Win=258 Len=0"
"111","8.598758","216.58.203.132","192.168.2.4","TLSv1.2","100","Application Data"
"112","8.598787","192.168.2.4","216.58.203.132","TCP","54","58354  >  443 [ACK] Seq=293 Ack=7002 Win=258 Len=0"
"113","8.598963","192.168.2.4","216.58.203.132","TLSv1.2","100","Application Data"
"114","8.608200","192.168.2.4","172.217.26.227","TLSv1.2","196","Application Data"
"115","8.620758","192.168.2.4","172.217.26.227","TLSv1.2","319","Application Data"
"116","8.644025","216.58.203.132","192.168.2.4","TCP","60","443  >  58354 [ACK] Seq=7002 Ack=339 Win=176 Len=0"
"117","8.676883","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=162 Ack=502 Win=269 Len=0"
"118","8.693761","192.168.2.4","172.217.26.227","TLSv1.2","245","Application Data"
"119","8.731700","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=162 Ack=767 Win=277 Len=0"
"120","8.762297","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=162 Ack=958 Win=286 Len=0"
"121","8.762745","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"122","8.764581","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"123","8.764632","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=958 Ack=254 Win=258 Len=0"
"124","8.764715","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"125","8.805336","172.217.26.227","192.168.2.4","TLSv1.2","126","Application Data"
"126","8.805778","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"127","8.805779","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"128","8.805779","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"129","8.805821","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=4610 Win=258 Len=0"
"130","8.811264","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"131","8.811265","172.217.26.227","192.168.2.4","TLSv1.2","1109","Application Data"
"132","8.811316","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=7093 Win=258 Len=0"
"133","8.812107","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"134","8.812108","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"135","8.812109","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"136","8.812168","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=11377 Win=258 Len=0"
"137","8.812822","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"138","8.812822","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"139","8.812823","172.217.26.227","192.168.2.4","TLSv1.2","1289","Application Data"
"140","8.812855","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=15468 Win=258 Len=0"
"141","8.857273","172.217.26.227","192.168.2.4","TLSv1.2","106","Application Data"
"142","8.857274","172.217.26.227","192.168.2.4","TLSv1.2","597","Application Data"
"143","8.857274","172.217.26.227","192.168.2.4","TLSv1.2","92","Application Data"
"144","8.857360","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=16101 Win=256 Len=0"
"145","8.857513","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"146","8.857552","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1004 Ack=16147 Win=256 Len=0"
"147","8.857869","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"148","8.871414","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"149","8.871415","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"150","8.871416","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"151","8.871474","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1050 Ack=20431 Win=258 Len=0"
"152","8.871588","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"153","8.871613","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1050 Ack=21859 Win=258 Len=0"
"154","8.872359","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"155","8.872395","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1050 Ack=23287 Win=258 Len=0"
"156","8.874327","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"157","8.874328","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"158","8.874374","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1050 Ack=26143 Win=258 Len=0"
"159","8.879270","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"160","8.879271","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"161","8.879329","192.168.2.4","172.217.26.227","TLSv1.2","246","Application Data"
"162","8.879777","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"163","8.879778","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"164","8.879824","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1242 Ack=31855 Win=258 Len=0"
"165","8.881213","172.217.26.227","192.168.2.4","TLSv1.2","1087","Application Data"
"166","8.881214","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"167","8.881266","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1242 Ack=34316 Win=258 Len=0"
"168","8.882214","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"169","8.882258","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1242 Ack=35744 Win=258 Len=0"
"170","8.884155","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"171","8.884156","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"172","8.884223","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1242 Ack=38600 Win=258 Len=0"
"173","8.886512","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"174","8.886514","172.217.26.227","192.168.2.4","TLSv1.2","1289","Application Data"
"175","8.886575","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1242 Ack=41263 Win=258 Len=0"
"176","8.887276","192.168.2.4","172.217.26.227","TLSv1.2","178","Application Data"
"177","8.894134","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"178","8.894136","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"179","8.894137","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"180","8.894249","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=45547 Win=258 Len=0"
"181","8.896004","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"182","8.896005","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"183","8.896097","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=48403 Win=258 Len=0"
"184","8.897593","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"185","8.897598","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"186","8.897747","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=51259 Win=258 Len=0"
"187","8.902823","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"188","8.902823","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"189","8.902883","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=54115 Win=258 Len=0"
"190","8.904865","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"191","8.904867","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"192","8.904867","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data"
"193","8.904869","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data [TCP segment of a reassembled PDU]"
"194","8.904926","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=59827 Win=258 Len=0"
"195","8.906806","172.217.26.227","192.168.2.4","TLSv1.2","1482","Application Data [TCP segment of a reassembled PDU]"
"196","8.906807","172.217.26.227","192.168.2.4","TLSv1.2","750","Application Data"
"197","8.906856","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=61951 Win=258 Len=0"
"198","8.928641","172.217.26.227","192.168.2.4","TLSv1.2","473","Application Data"
"199","8.928697","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=62370 Win=257 Len=0"
"200","8.929379","172.217.26.227","192.168.2.4","TLSv1.2","92","Application Data"
"201","8.929381","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"202","8.929502","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1366 Ack=62454 Win=256 Len=0"
"203","8.929790","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"204","8.956486","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=62454 Ack=1366 Win=294 Len=0"
"205","8.976133","192.168.2.4","172.217.26.227","TLSv1.2","300","Application Data"
"206","9.011416","192.168.2.4","172.217.26.227","TLSv1.2","96","Application Data"
"207","9.019393","192.168.2.4","172.217.26.227","TLSv1.2","247","Application Data"
"208","9.028959","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"209","9.028960","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"210","9.029113","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1893 Ack=62546 Win=256 Len=0"
"211","9.029822","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"212","9.049713","172.217.26.227","192.168.2.4","TLSv1.2","110","Application Data"
"213","9.049801","172.217.26.227","192.168.2.4","TLSv1.2","552","Application Data"
"214","9.049853","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1939 Ack=63100 Win=254 Len=0"
"215","9.050040","172.217.26.227","192.168.2.4","TLSv1.2","92","Application Data"
"216","9.088672","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=63138 Ack=1893 Win=310 Len=0"
"217","9.091118","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1939 Ack=63138 Win=254 Len=0"
"218","9.140132","172.217.26.227","192.168.2.4","TCP","60","443  >  58357 [ACK] Seq=63138 Ack=1939 Win=310 Len=0"
"219","9.150872","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"220","9.151365","172.217.26.227","192.168.2.4","TLSv1.2","100","Application Data"
"221","9.151405","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1939 Ack=63230 Win=253 Len=0"
"222","9.151489","192.168.2.4","172.217.26.227","TLSv1.2","100","Application Data"
"223","9.187439","172.217.26.227","192.168.2.4","TLSv1.2","110","Application Data"
"224","9.187440","172.217.26.227","192.168.2.4","TLSv1.2","572","Application Data"
"225","9.187440","172.217.26.227","192.168.2.4","TLSv1.2","92","Application Data"
"226","9.187497","192.168.2.4","172.217.26.227","TCP","54","58357  >  443 [ACK] Seq=1985 Ack=63842 Win=258 Len=0"
